city,city_ibge_code,confirmed,date,index
Papanduva,4212205,0,2020-03-16,5
Papanduva,4212205,0,2020-03-17,6
Papanduva,4212205,0,2020-03-18,7
Papanduva,4212205,0,2020-03-19,8
Papanduva,4212205,0,2020-03-20,9
Papanduva,4212205,0,2020-03-21,10
Papanduva,4212205,0,2020-03-22,11
Papanduva,4212205,0,2020-03-23,12
Papanduva,4212205,0,2020-03-24,13
Papanduva,4212205,0,2020-03-25,14
Papanduva,4212205,0,2020-03-26,15
Papanduva,4212205,0,2020-03-27,16
Papanduva,4212205,2,2020-03-28,17
Papanduva,4212205,2,2020-03-29,18
Papanduva,4212205,2,2020-03-30,19
Papanduva,4212205,2,2020-03-31,20
Papanduva,4212205,2,2020-04-01,21
Papanduva,4212205,2,2020-04-02,22
Papanduva,4212205,2,2020-04-03,23
Papanduva,4212205,2,2020-04-04,24
Papanduva,4212205,2,2020-04-05,25
Papanduva,4212205,2,2020-04-06,26
Papanduva,4212205,2,2020-04-07,27
Papanduva,4212205,2,2020-04-08,28
Papanduva,4212205,2,2020-04-09,29
Papanduva,4212205,2,2020-04-10,30
Paulo Lopes,4212304,0,2020-03-12,1
Paulo Lopes,4212304,0,2020-03-13,2
Paulo Lopes,4212304,0,2020-03-14,3
Paulo Lopes,4212304,0,2020-03-15,4
Paulo Lopes,4212304,0,2020-03-16,5
Paulo Lopes,4212304,0,2020-03-17,6
Paulo Lopes,4212304,0,2020-03-18,7
Paulo Lopes,4212304,0,2020-03-19,8
Paulo Lopes,4212304,0,2020-03-20,9
Paulo Lopes,4212304,0,2020-03-21,10
Paulo Lopes,4212304,0,2020-03-22,11
Paulo Lopes,4212304,0,2020-03-23,12
Paulo Lopes,4212304,0,2020-03-24,13
Paulo Lopes,4212304,0,2020-03-25,14
Paulo Lopes,4212304,0,2020-03-26,15
Paulo Lopes,4212304,0,2020-03-27,16
Paulo Lopes,4212304,0,2020-03-28,17
Paulo Lopes,4212304,0,2020-03-29,18
Paulo Lopes,4212304,0,2020-03-30,19
Paulo Lopes,4212304,0,2020-03-31,20
Paulo Lopes,4212304,0,2020-04-01,21
Paulo Lopes,4212304,1,2020-04-02,22
Paulo Lopes,4212304,1,2020-04-03,23
Paulo Lopes,4212304,1,2020-04-04,24
Paulo Lopes,4212304,2,2020-04-05,25
Paulo Lopes,4212304,2,2020-04-06,26
Paulo Lopes,4212304,2,2020-04-07,27
Paulo Lopes,4212304,2,2020-04-08,28
Paulo Lopes,4212304,2,2020-04-09,29
Paulo Lopes,4212304,2,2020-04-10,30
Pedras Grandes,4212403,0,2020-03-12,1
Pedras Grandes,4212403,0,2020-03-13,2
Pedras Grandes,4212403,0,2020-03-14,3
Pedras Grandes,4212403,0,2020-03-15,4
Pedras Grandes,4212403,0,2020-03-16,5
Pedras Grandes,4212403,0,2020-03-17,6
Pedras Grandes,4212403,0,2020-03-18,7
Pedras Grandes,4212403,0,2020-03-19,8
Pedras Grandes,4212403,0,2020-03-20,9
Pedras Grandes,4212403,0,2020-03-21,10
Pedras Grandes,4212403,0,2020-03-22,11
Pedras Grandes,4212403,0,2020-03-23,12
Pedras Grandes,4212403,0,2020-03-24,13
Pedras Grandes,4212403,0,2020-03-25,14
Pedras Grandes,4212403,0,2020-03-26,15
Pedras Grandes,4212403,0,2020-03-27,16
Pedras Grandes,4212403,0,2020-03-28,17
Pedras Grandes,4212403,0,2020-03-29,18
Pedras Grandes,4212403,0,2020-03-30,19
Pedras Grandes,4212403,0,2020-03-31,20
Pedras Grandes,4212403,0,2020-04-01,21
Pedras Grandes,4212403,0,2020-04-02,22
Pedras Grandes,4212403,0,2020-04-03,23
Pedras Grandes,4212403,1,2020-04-04,24
Pedras Grandes,4212403,1,2020-04-05,25
Pedras Grandes,4212403,1,2020-04-06,26
Pedras Grandes,4212403,1,2020-04-07,27
Pedras Grandes,4212403,2,2020-04-08,28
Pedras Grandes,4212403,2,2020-04-09,29
Pedras Grandes,4212403,2,2020-04-10,30
Penha,4212502,0,2020-03-12,1
Penha,4212502,0,2020-03-13,2
Penha,4212502,0,2020-03-14,3
Penha,4212502,0,2020-03-15,4
Penha,4212502,0,2020-03-16,5
Penha,4212502,0,2020-03-17,6
Penha,4212502,0,2020-03-18,7
Penha,4212502,0,2020-03-19,8
Penha,4212502,0,2020-03-20,9
Penha,4212502,0,2020-03-21,10
Penha,4212502,0,2020-03-22,11
Penha,4212502,0,2020-03-23,12
Penha,4212502,0,2020-03-24,13
Penha,4212502,0,2020-03-25,14
Penha,4212502,0,2020-03-26,15
Penha,4212502,0,2020-03-27,16
Penha,4212502,0,2020-03-28,17
Penha,4212502,0,2020-03-29,18
Penha,4212502,0,2020-03-30,19
Penha,4212502,0,2020-03-31,20
Penha,4212502,0,2020-04-01,21
Penha,4212502,0,2020-04-02,22
Penha,4212502,0,2020-04-03,23
Penha,4212502,0,2020-04-04,24
Penha,4212502,0,2020-04-05,25
Penha,4212502,0,2020-04-06,26
Penha,4212502,0,2020-04-07,27
Penha,4212502,0,2020-04-08,28
Penha,4212502,0,2020-04-09,29
Penha,4212502,0,2020-04-10,30
Pescaria Brava,4212650,0,2020-03-12,1
Pescaria Brava,4212650,0,2020-03-13,2
Pescaria Brava,4212650,0,2020-03-14,3
Pescaria Brava,4212650,0,2020-03-15,4
Pescaria Brava,4212650,0,2020-03-16,5
Pescaria Brava,4212650,0,2020-03-17,6
Pescaria Brava,4212650,0,2020-03-18,7
Pescaria Brava,4212650,0,2020-03-19,8
Pescaria Brava,4212650,0,2020-03-20,9
Pescaria Brava,4212650,0,2020-03-21,10
Pescaria Brava,4212650,0,2020-03-22,11
Pescaria Brava,4212650,0,2020-03-23,12
Pescaria Brava,4212650,0,2020-03-24,13
Pescaria Brava,4212650,0,2020-03-25,14
Pescaria Brava,4212650,0,2020-03-26,15
Pescaria Brava,4212650,0,2020-03-27,16
Pescaria Brava,4212650,0,2020-03-28,17
Pescaria Brava,4212650,0,2020-03-29,18
Pescaria Brava,4212650,1,2020-03-30,19
Pescaria Brava,4212650,1,2020-03-31,20
Pescaria Brava,4212650,1,2020-04-01,21
Pescaria Brava,4212650,1,2020-04-02,22
Pescaria Brava,4212650,1,2020-04-03,23
Pescaria Brava,4212650,1,2020-04-04,24
Pescaria Brava,4212650,1,2020-04-05,25
Pescaria Brava,4212650,1,2020-04-06,26
Pescaria Brava,4212650,1,2020-04-07,27
Pescaria Brava,4212650,1,2020-04-08,28
Pescaria Brava,4212650,1,2020-04-09,29
Pescaria Brava,4212650,1,2020-04-10,30
Balneário Piçarras,4212809,0,2020-03-12,1
Balneário Piçarras,4212809,0,2020-03-13,2
Balneário Piçarras,4212809,0,2020-03-14,3
Balneário Piçarras,4212809,0,2020-03-15,4
Balneário Piçarras,4212809,0,2020-03-16,5
Balneário Piçarras,4212809,0,2020-03-17,6
Balneário Piçarras,4212809,0,2020-03-18,7
Balneário Piçarras,4212809,0,2020-03-19,8
Balneário Piçarras,4212809,0,2020-03-20,9
Balneário Piçarras,4212809,0,2020-03-21,10
Balneário Piçarras,4212809,0,2020-03-22,11
Balneário Piçarras,4212809,0,2020-03-23,12
Balneário Piçarras,4212809,0,2020-03-24,13
Balneário Piçarras,4212809,0,2020-03-25,14
Balneário Piçarras,4212809,0,2020-03-26,15
Balneário Piçarras,4212809,0,2020-03-27,16
Balneário Piçarras,4212809,0,2020-03-28,17
Balneário Piçarras,4212809,0,2020-03-29,18
Balneário Piçarras,4212809,0,2020-03-30,19
Balneário Piçarras,4212809,0,2020-03-31,20
Balneário Piçarras,4212809,0,2020-04-01,21
Balneário Piçarras,4212809,0,2020-04-02,22
Balneário Piçarras,4212809,0,2020-04-03,23
Balneário Piçarras,4212809,0,2020-04-04,24
Balneário Piçarras,4212809,0,2020-04-05,25
Balneário Piçarras,4212809,0,2020-04-06,26
Balneário Piçarras,4212809,0,2020-04-07,27
Balneário Piçarras,4212809,0,2020-04-08,28
Balneário Piçarras,4212809,1,2020-04-09,29
Balneário Piçarras,4212809,1,2020-04-10,30
Pomerode,4213203,0,2020-03-12,1
Pomerode,4213203,0,2020-03-13,2
Pomerode,4213203,0,2020-03-14,3
Pomerode,4213203,0,2020-03-15,4
Pomerode,4213203,0,2020-03-16,5
Pomerode,4213203,0,2020-03-17,6
Pomerode,4213203,0,2020-03-18,7
Pomerode,4213203,0,2020-03-19,8
Pomerode,4213203,1,2020-03-20,9
Pomerode,4213203,1,2020-03-21,10
Pomerode,4213203,1,2020-03-22,11
Pomerode,4213203,1,2020-03-23,12
Pomerode,4213203,1,2020-03-24,13
Pomerode,4213203,1,2020-03-25,14
Pomerode,4213203,1,2020-03-26,15
Pomerode,4213203,1,2020-03-27,16
Pomerode,4213203,1,2020-03-28,17
Pomerode,4213203,1,2020-03-29,18
Pomerode,4213203,1,2020-03-30,19
Pomerode,4213203,1,2020-03-31,20
Pomerode,4213203,1,2020-04-01,21
Pomerode,4213203,1,2020-04-02,22
Pomerode,4213203,1,2020-04-03,23
Pomerode,4213203,1,2020-04-04,24
Pomerode,4213203,1,2020-04-05,25
Pomerode,4213203,1,2020-04-06,26
Pomerode,4213203,1,2020-04-07,27
Pomerode,4213203,1,2020-04-08,28
Pomerode,4213203,1,2020-04-09,29
Pomerode,4213203,1,2020-04-10,30
Porto Belo,4213500,0,2020-03-12,1
Porto Belo,4213500,0,2020-03-13,2
Porto Belo,4213500,0,2020-03-14,3
Porto Belo,4213500,0,2020-03-15,4
Porto Belo,4213500,0,2020-03-16,5
Porto Belo,4213500,0,2020-03-17,6
Porto Belo,4213500,0,2020-03-18,7
Porto Belo,4213500,0,2020-03-19,8
Porto Belo,4213500,0,2020-03-20,9
Porto Belo,4213500,0,2020-03-21,10
Porto Belo,4213500,0,2020-03-22,11
Porto Belo,4213500,2,2020-03-23,12
Porto Belo,4213500,2,2020-03-24,13
Porto Belo,4213500,2,2020-03-25,14
Porto Belo,4213500,3,2020-03-26,15
Porto Belo,4213500,3,2020-03-27,16
Porto Belo,4213500,4,2020-03-28,17
Porto Belo,4213500,4,2020-03-29,18
Porto Belo,4213500,4,2020-03-30,19
Porto Belo,4213500,4,2020-03-31,20
Porto Belo,4213500,4,2020-04-01,21
Porto Belo,4213500,4,2020-04-02,22
Porto Belo,4213500,4,2020-04-03,23
Porto Belo,4213500,4,2020-04-04,24
Porto Belo,4213500,4,2020-04-05,25
Porto Belo,4213500,4,2020-04-06,26
Porto Belo,4213500,4,2020-04-07,27
Porto Belo,4213500,4,2020-04-08,28
Porto Belo,4213500,5,2020-04-09,29
Porto Belo,4213500,5,2020-04-10,30
Pouso Redondo,4213708,0,2020-03-12,1
Pouso Redondo,4213708,0,2020-03-13,2
Pouso Redondo,4213708,0,2020-03-14,3
Pouso Redondo,4213708,0,2020-03-15,4
Pouso Redondo,4213708,0,2020-03-16,5
Pouso Redondo,4213708,0,2020-03-17,6
Pouso Redondo,4213708,0,2020-03-18,7
Pouso Redondo,4213708,0,2020-03-19,8
Pouso Redondo,4213708,0,2020-03-20,9
Pouso Redondo,4213708,0,2020-03-21,10
Pouso Redondo,4213708,0,2020-03-22,11
Pouso Redondo,4213708,0,2020-03-23,12
Pouso Redondo,4213708,0,2020-03-24,13
Pouso Redondo,4213708,0,2020-03-25,14
Pouso Redondo,4213708,0,2020-03-26,15
Pouso Redondo,4213708,0,2020-03-27,16
Pouso Redondo,4213708,0,2020-03-28,17
Pouso Redondo,4213708,0,2020-03-29,18
Pouso Redondo,4213708,0,2020-03-30,19
Pouso Redondo,4213708,0,2020-03-31,20
Pouso Redondo,4213708,0,2020-04-01,21
Pouso Redondo,4213708,0,2020-04-02,22
Pouso Redondo,4213708,0,2020-04-03,23
Pouso Redondo,4213708,0,2020-04-04,24
Pouso Redondo,4213708,0,2020-04-05,25
Pouso Redondo,4213708,0,2020-04-06,26
Pouso Redondo,4213708,0,2020-04-07,27
Pouso Redondo,4213708,0,2020-04-08,28
Pouso Redondo,4213708,0,2020-04-09,29
Pouso Redondo,4213708,0,2020-04-10,30
Rancho Queimado,4214300,0,2020-03-12,1
Rancho Queimado,4214300,0,2020-03-13,2
Rancho Queimado,4214300,2,2020-03-14,3
Rancho Queimado,4214300,2,2020-03-15,4
Rancho Queimado,4214300,2,2020-03-16,5
Rancho Queimado,4214300,2,2020-03-17,6
Rancho Queimado,4214300,2,2020-03-18,7
Rancho Queimado,4214300,2,2020-03-19,8
Rancho Queimado,4214300,2,2020-03-20,9
Rancho Queimado,4214300,2,2020-03-21,10
Rancho Queimado,4214300,2,2020-03-22,11
Rancho Queimado,4214300,2,2020-03-23,12
Rancho Queimado,4214300,2,2020-03-24,13
Rancho Queimado,4214300,2,2020-03-25,14
Rancho Queimado,4214300,2,2020-03-26,15
Rancho Queimado,4214300,2,2020-03-27,16
Rancho Queimado,4214300,2,2020-03-28,17
Rancho Queimado,4214300,2,2020-03-29,18
Rancho Queimado,4214300,2,2020-03-30,19
Rancho Queimado,4214300,2,2020-03-31,20
Rancho Queimado,4214300,2,2020-04-01,21
Rancho Queimado,4214300,2,2020-04-02,22
Rancho Queimado,4214300,2,2020-04-03,23
Rancho Queimado,4214300,2,2020-04-04,24
Rancho Queimado,4214300,2,2020-04-05,25
Rancho Queimado,4214300,2,2020-04-06,26
Rancho Queimado,4214300,2,2020-04-07,27
Rancho Queimado,4214300,2,2020-04-08,28
Rancho Queimado,4214300,2,2020-04-09,29
Rancho Queimado,4214300,2,2020-04-10,30
Rio do Sul,4214805,0,2020-03-12,1
Rio do Sul,4214805,0,2020-03-13,2
Rio do Sul,4214805,0,2020-03-14,3
Rio do Sul,4214805,0,2020-03-15,4
Rio do Sul,4214805,0,2020-03-16,5
Rio do Sul,4214805,0,2020-03-17,6
Rio do Sul,4214805,0,2020-03-18,7
Rio do Sul,4214805,0,2020-03-19,8
Rio do Sul,4214805,0,2020-03-20,9
Rio do Sul,4214805,0,2020-03-21,10
Rio do Sul,4214805,0,2020-03-22,11
Rio do Sul,4214805,0,2020-03-23,12
Rio do Sul,4214805,0,2020-03-24,13
Rio do Sul,4214805,0,2020-03-25,14
Rio do Sul,4214805,0,2020-03-26,15
Rio do Sul,4214805,0,2020-03-27,16
Rio do Sul,4214805,0,2020-03-28,17
Rio do Sul,4214805,0,2020-03-29,18
Rio do Sul,4214805,0,2020-03-30,19
Rio do Sul,4214805,0,2020-03-31,20
Rio do Sul,4214805,0,2020-04-01,21
Rio do Sul,4214805,0,2020-04-02,22
Rio do Sul,4214805,0,2020-04-03,23
Rio do Sul,4214805,0,2020-04-04,24
Rio do Sul,4214805,0,2020-04-05,25
Rio do Sul,4214805,0,2020-04-06,26
Rio do Sul,4214805,0,2020-04-07,27
Rio do Sul,4214805,0,2020-04-08,28
Rio do Sul,4214805,0,2020-04-09,29
Rio do Sul,4214805,0,2020-04-10,30
Rio Negrinho,4215000,0,2020-03-12,1
Rio Negrinho,4215000,0,2020-03-13,2
Rio Negrinho,4215000,0,2020-03-14,3
Rio Negrinho,4215000,0,2020-03-15,4
Rio Negrinho,4215000,0,2020-03-16,5
Rio Negrinho,4215000,0,2020-03-17,6
Rio Negrinho,4215000,0,2020-03-18,7
Rio Negrinho,4215000,0,2020-03-19,8
Rio Negrinho,4215000,0,2020-03-20,9
Rio Negrinho,4215000,0,2020-03-21,10
Rio Negrinho,4215000,0,2020-03-22,11
Rio Negrinho,4215000,0,2020-03-23,12
Rio Negrinho,4215000,0,2020-03-24,13
Rio Negrinho,4215000,0,2020-03-25,14
Rio Negrinho,4215000,0,2020-03-26,15
Rio Negrinho,4215000,0,2020-03-27,16
Rio Negrinho,4215000,0,2020-03-28,17
Rio Negrinho,4215000,0,2020-03-29,18
Rio Negrinho,4215000,0,2020-03-30,19
Rio Negrinho,4215000,0,2020-03-31,20
Rio Negrinho,4215000,0,2020-04-01,21
Rio Negrinho,4215000,0,2020-04-02,22
Rio Negrinho,4215000,0,2020-04-03,23
Rio Negrinho,4215000,0,2020-04-04,24
Rio Negrinho,4215000,0,2020-04-05,25
Rio Negrinho,4215000,0,2020-04-06,26
Rio Negrinho,4215000,0,2020-04-07,27
Rio Negrinho,4215000,0,2020-04-08,28
Rio Negrinho,4215000,1,2020-04-09,29
Rio Negrinho,4215000,1,2020-04-10,30
Rio Rufino,4215059,0,2020-03-12,1
Rio Rufino,4215059,0,2020-03-13,2
Rio Rufino,4215059,0,2020-03-14,3
Rio Rufino,4215059,0,2020-03-15,4
Rio Rufino,4215059,0,2020-03-16,5
Rio Rufino,4215059,0,2020-03-17,6
Rio Rufino,4215059,0,2020-03-18,7
Rio Rufino,4215059,0,2020-03-19,8
Rio Rufino,4215059,0,2020-03-20,9
Rio Rufino,4215059,0,2020-03-21,10
Rio Rufino,4215059,0,2020-03-22,11
Rio Rufino,4215059,0,2020-03-23,12
Rio Rufino,4215059,0,2020-03-24,13
Rio Rufino,4215059,0,2020-03-25,14
Rio Rufino,4215059,0,2020-03-26,15
Rio Rufino,4215059,0,2020-03-27,16
Rio Rufino,4215059,0,2020-03-28,17
Rio Rufino,4215059,0,2020-03-29,18
Rio Rufino,4215059,0,2020-03-30,19
Rio Rufino,4215059,0,2020-03-31,20
Rio Rufino,4215059,0,2020-04-01,21
Rio Rufino,4215059,0,2020-04-02,22
Rio Rufino,4215059,0,2020-04-03,23
Rio Rufino,4215059,0,2020-04-04,24
Rio Rufino,4215059,0,2020-04-05,25
Rio Rufino,4215059,0,2020-04-06,26
Rio Rufino,4215059,0,2020-04-07,27
Rio Rufino,4215059,0,2020-04-08,28
Rio Rufino,4215059,1,2020-04-09,29
Rio Rufino,4215059,1,2020-04-10,30
Salete,4215307,0,2020-03-12,1
Salete,4215307,0,2020-03-13,2
Salete,4215307,0,2020-03-14,3
Salete,4215307,0,2020-03-15,4
Salete,4215307,0,2020-03-16,5
Salete,4215307,0,2020-03-17,6
Salete,4215307,0,2020-03-18,7
Salete,4215307,0,2020-03-19,8
Salete,4215307,0,2020-03-20,9
Salete,4215307,0,2020-03-21,10
Salete,4215307,0,2020-03-22,11
Salete,4215307,0,2020-03-23,12
Salete,4215307,0,2020-03-24,13
Salete,4215307,0,2020-03-25,14
Salete,4215307,0,2020-03-26,15
Salete,4215307,0,2020-03-27,16
Salete,4215307,0,2020-03-28,17
Salete,4215307,0,2020-03-29,18
Salete,4215307,0,2020-03-30,19
Salete,4215307,0,2020-03-31,20
Salete,4215307,0,2020-04-01,21
Salete,4215307,0,2020-04-02,22
Salete,4215307,0,2020-04-03,23
Salete,4215307,0,2020-04-04,24
Salete,4215307,0,2020-04-05,25
Salete,4215307,0,2020-04-06,26
Salete,4215307,0,2020-04-07,27
Salete,4215307,0,2020-04-08,28
Salete,4215307,0,2020-04-09,29
Salete,4215307,0,2020-04-10,30
Sangão,4215455,0,2020-03-12,1
Sangão,4215455,0,2020-03-13,2
Sangão,4215455,0,2020-03-14,3
Sangão,4215455,0,2020-03-15,4
Sangão,4215455,0,2020-03-16,5
Sangão,4215455,0,2020-03-17,6
Sangão,4215455,0,2020-03-18,7
Sangão,4215455,0,2020-03-19,8
Sangão,4215455,0,2020-03-20,9
Sangão,4215455,0,2020-03-21,10
Sangão,4215455,0,2020-03-22,11
Sangão,4215455,0,2020-03-23,12
Sangão,4215455,0,2020-03-24,13
Sangão,4215455,0,2020-03-25,14
Sangão,4215455,0,2020-03-26,15
Sangão,4215455,0,2020-03-27,16
Sangão,4215455,0,2020-03-28,17
Sangão,4215455,0,2020-03-29,18
Sangão,4215455,0,2020-03-30,19
Sangão,4215455,0,2020-03-31,20
Sangão,4215455,0,2020-04-01,21
Sangão,4215455,0,2020-04-02,22
Sangão,4215455,0,2020-04-03,23
Sangão,4215455,0,2020-04-04,24
Sangão,4215455,0,2020-04-05,25
Sangão,4215455,0,2020-04-06,26
Sangão,4215455,1,2020-04-07,27
Sangão,4215455,1,2020-04-08,28
Sangão,4215455,1,2020-04-09,29
Sangão,4215455,1,2020-04-10,30
Santa Cecília,4215505,0,2020-03-12,1
Santa Cecília,4215505,0,2020-03-13,2
Santa Cecília,4215505,0,2020-03-14,3
Santa Cecília,4215505,0,2020-03-15,4
Santa Cecília,4215505,0,2020-03-16,5
Santa Cecília,4215505,0,2020-03-17,6
Santa Cecília,4215505,0,2020-03-18,7
Santa Cecília,4215505,0,2020-03-19,8
Santa Cecília,4215505,0,2020-03-20,9
Santa Cecília,4215505,0,2020-03-21,10
Santa Cecília,4215505,0,2020-03-22,11
Santa Cecília,4215505,0,2020-03-23,12
Santa Cecília,4215505,0,2020-03-24,13
Santa Cecília,4215505,0,2020-03-25,14
Santa Cecília,4215505,0,2020-03-26,15
Santa Cecília,4215505,0,2020-03-27,16
Santa Cecília,4215505,0,2020-03-28,17
Santa Cecília,4215505,0,2020-03-29,18
Santa Cecília,4215505,0,2020-03-30,19
Santa Cecília,4215505,0,2020-03-31,20
Santa Cecília,4215505,0,2020-04-01,21
Santa Cecília,4215505,0,2020-04-02,22
Santa Cecília,4215505,0,2020-04-03,23
Santa Cecília,4215505,0,2020-04-04,24
Santa Cecília,4215505,0,2020-04-05,25
Santa Cecília,4215505,0,2020-04-06,26
Santa Cecília,4215505,0,2020-04-07,27
Santa Cecília,4215505,0,2020-04-08,28
Santa Cecília,4215505,0,2020-04-09,29
Santa Cecília,4215505,0,2020-04-10,30
Santa Rosa de Lima,4215604,0,2020-03-12,1
Santa Rosa de Lima,4215604,0,2020-03-13,2
Santa Rosa de Lima,4215604,0,2020-03-14,3
Santa Rosa de Lima,4215604,0,2020-03-15,4
Santa Rosa de Lima,4215604,0,2020-03-16,5
Santa Rosa de Lima,4215604,0,2020-03-17,6
Santa Rosa de Lima,4215604,0,2020-03-18,7
Santa Rosa de Lima,4215604,0,2020-03-19,8
Santa Rosa de Lima,4215604,0,2020-03-20,9
Santa Rosa de Lima,4215604,0,2020-03-21,10
Santa Rosa de Lima,4215604,0,2020-03-22,11
Santa Rosa de Lima,4215604,0,2020-03-23,12
Santa Rosa de Lima,4215604,0,2020-03-24,13
Santa Rosa de Lima,4215604,0,2020-03-25,14
Santa Rosa de Lima,4215604,0,2020-03-26,15
Santa Rosa de Lima,4215604,0,2020-03-27,16
Santa Rosa de Lima,4215604,0,2020-03-28,17
Santa Rosa de Lima,4215604,0,2020-03-29,18
Santa Rosa de Lima,4215604,0,2020-03-30,19
Santa Rosa de Lima,4215604,0,2020-03-31,20
Santa Rosa de Lima,4215604,0,2020-04-01,21
Santa Rosa de Lima,4215604,0,2020-04-02,22
Santa Rosa de Lima,4215604,0,2020-04-03,23
Santa Rosa de Lima,4215604,0,2020-04-04,24
Santa Rosa de Lima,4215604,0,2020-04-05,25
Santa Rosa de Lima,4215604,0,2020-04-06,26
Santa Rosa de Lima,4215604,1,2020-04-07,27
Santa Rosa de Lima,4215604,1,2020-04-08,28
Santa Rosa de Lima,4215604,2,2020-04-09,29
Santa Rosa de Lima,4215604,2,2020-04-10,30
Santa Rosa do Sul,4215653,0,2020-03-12,1
Santa Rosa do Sul,4215653,0,2020-03-13,2
Santa Rosa do Sul,4215653,0,2020-03-14,3
Santa Rosa do Sul,4215653,0,2020-03-15,4
Santa Rosa do Sul,4215653,0,2020-03-16,5
Santa Rosa do Sul,4215653,0,2020-03-17,6
Santa Rosa do Sul,4215653,0,2020-03-18,7
Santa Rosa do Sul,4215653,0,2020-03-19,8
Santa Rosa do Sul,4215653,0,2020-03-20,9
Santa Rosa do Sul,4215653,0,2020-03-21,10
Santa Rosa do Sul,4215653,0,2020-03-22,11
Santa Rosa do Sul,4215653,0,2020-03-23,12
Santa Rosa do Sul,4215653,0,2020-03-24,13
Santa Rosa do Sul,4215653,0,2020-03-25,14
Santa Rosa do Sul,4215653,0,2020-03-26,15
Santa Rosa do Sul,4215653,0,2020-03-27,16
Santa Rosa do Sul,4215653,0,2020-03-28,17
Santa Rosa do Sul,4215653,0,2020-03-29,18
Santa Rosa do Sul,4215653,0,2020-03-30,19
Santa Rosa do Sul,4215653,0,2020-03-31,20
Santa Rosa do Sul,4215653,0,2020-04-01,21
Santa Rosa do Sul,4215653,0,2020-04-02,22
Santa Rosa do Sul,4215653,0,2020-04-03,23
Santa Rosa do Sul,4215653,0,2020-04-04,24
Santa Rosa do Sul,4215653,0,2020-04-05,25
Santa Rosa do Sul,4215653,0,2020-04-06,26
Santa Rosa do Sul,4215653,0,2020-04-07,27
Santa Rosa do Sul,4215653,0,2020-04-08,28
Santa Rosa do Sul,4215653,0,2020-04-09,29
Santa Rosa do Sul,4215653,0,2020-04-10,30
Santo Amaro da Imperatriz,4215703,0,2020-03-12,1
Santo Amaro da Imperatriz,4215703,0,2020-03-13,2
Santo Amaro da Imperatriz,4215703,0,2020-03-14,3
Santo Amaro da Imperatriz,4215703,0,2020-03-15,4
Santo Amaro da Imperatriz,4215703,0,2020-03-16,5
Santo Amaro da Imperatriz,4215703,0,2020-03-17,6
Santo Amaro da Imperatriz,4215703,0,2020-03-18,7
Santo Amaro da Imperatriz,4215703,0,2020-03-19,8
Santo Amaro da Imperatriz,4215703,0,2020-03-20,9
Santo Amaro da Imperatriz,4215703,0,2020-03-21,10
Santo Amaro da Imperatriz,4215703,0,2020-03-22,11
Santo Amaro da Imperatriz,4215703,0,2020-03-23,12
Santo Amaro da Imperatriz,4215703,0,2020-03-24,13
Santo Amaro da Imperatriz,4215703,0,2020-03-25,14
Santo Amaro da Imperatriz,4215703,0,2020-03-26,15
Santo Amaro da Imperatriz,4215703,0,2020-03-27,16
Santo Amaro da Imperatriz,4215703,0,2020-03-28,17
Santo Amaro da Imperatriz,4215703,0,2020-03-29,18
Santo Amaro da Imperatriz,4215703,0,2020-03-30,19
Santo Amaro da Imperatriz,4215703,0,2020-03-31,20
Santo Amaro da Imperatriz,4215703,0,2020-04-01,21
Santo Amaro da Imperatriz,4215703,0,2020-04-02,22
Santo Amaro da Imperatriz,4215703,0,2020-04-03,23
Santo Amaro da Imperatriz,4215703,0,2020-04-04,24
Santo Amaro da Imperatriz,4215703,0,2020-04-05,25
Santo Amaro da Imperatriz,4215703,1,2020-04-06,26
Santo Amaro da Imperatriz,4215703,1,2020-04-07,27
Santo Amaro da Imperatriz,4215703,1,2020-04-08,28
Santo Amaro da Imperatriz,4215703,1,2020-04-09,29
Santo Amaro da Imperatriz,4215703,1,2020-04-10,30
São Bento do Sul,4215802,0,2020-03-12,1
São Bento do Sul,4215802,0,2020-03-13,2
São Bento do Sul,4215802,0,2020-03-14,3
São Bento do Sul,4215802,0,2020-03-15,4
São Bento do Sul,4215802,0,2020-03-16,5
São Bento do Sul,4215802,0,2020-03-17,6
São Bento do Sul,4215802,0,2020-03-18,7
São Bento do Sul,4215802,0,2020-03-19,8
São Bento do Sul,4215802,0,2020-03-20,9
São Bento do Sul,4215802,0,2020-03-21,10
São Bento do Sul,4215802,0,2020-03-22,11
São Bento do Sul,4215802,0,2020-03-23,12
São Bento do Sul,4215802,0,2020-03-24,13
São Bento do Sul,4215802,0,2020-03-25,14
São Bento do Sul,4215802,0,2020-03-26,15
São Bento do Sul,4215802,0,2020-03-27,16
São Bento do Sul,4215802,0,2020-03-28,17
São Bento do Sul,4215802,0,2020-03-29,18
São Bento do Sul,4215802,0,2020-03-30,19
São Bento do Sul,4215802,0,2020-03-31,20
São Bento do Sul,4215802,0,2020-04-01,21
São Bento do Sul,4215802,0,2020-04-02,22
São Bento do Sul,4215802,0,2020-04-03,23
São Bento do Sul,4215802,0,2020-04-04,24
São Bento do Sul,4215802,0,2020-04-05,25
São Bento do Sul,4215802,0,2020-04-06,26
São Bento do Sul,4215802,0,2020-04-07,27
São Bento do Sul,4215802,1,2020-04-08,28
São Bento do Sul,4215802,1,2020-04-09,29
São Bento do Sul,4215802,1,2020-04-10,30
São Domingos,4216107,0,2020-03-12,1
